codigo_cnae,atividade,numero_empresas,pessoal_ocup_total,pessoal_ocup_part_rel,pessoal_ocup_part_acc,pessoal_ocup_assalariado,salario_medio_mensal_sal_min
25.42-0,Fabricação de artigos de serralheria, exceto esquadrias,5643.0,41123.0,0.0772694095869648,88.87080180047883,33696,2.219483
28.29-1,Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente,3126.0,40055.0,0.0752626559590953,88.94606445643792,35286,3.570351
46.42-7,Comércio atacadista de artigos do vestuário e acessórios,7074.0,39985.0,0.0751311271632611,89.02119558360118,30555,2.275709
46.83-4,Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo,3912.0,39340.0,0.0739191832587894,89.09511476685998,33070,3.367039
22.21-8,Fabricação de laminados planos e tubulares de material plástico,680.0,39235.0,0.0737218900650382,89.16883665692502,38247,3.596933
01.55-5,Criação de aves,1919.0,38826.0,0.0729533861008072,89.24179004302583,36048,1.756949
47.57-1,Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação,9434.0,38430.0,0.0722093089129455,89.31399935193878,26085,1.723573
46.34-6,Comércio atacadista de carnes, produtos da carne e pescado,3937.0,38350.0,0.0720589902891351,89.38605834222791,33111,1.909518
95.21-5,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico,9285.0,37557.0,0.070568956930614,89.45662729915853,24815,1.763603
46.18-4,Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente,22712.0,37390.0,0.0702551668034096,89.52688246596193,6324,2.500316
25.92-6,Fabricação de produtos de trefilados de metal,2156.0,36878.0,0.0692931276110228,89.59617559357295,33562,3.109577
60.10-1,Atividades de rádio,4673.0,36790.0,0.0691277771248313,89.66530337069779,29936,2.379692
65.12-0,Seguros não-vida,391.0,36510.0,0.0686016619414947,89.73390503263929,36103,5.739612
46.89-3,Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente,6302.0,36473.0,0.0685321395779823,89.80243717221727,27465,2.631949
27.51-1,Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico,115.0,36472.0,0.0685302605951847,89.87096743281245,36323,2.911998
46.69-9,Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças,4313.0,36195.0,0.068009782360241,89.93897721517268,30116,3.818048
49.12-4,Transporte metroferroviário de passageiros,32.0,36049.0,0.067735450871787,90.00671266604448,36022,6.658765
10.31-7,Fabricação de conservas de frutas,1710.0,35864.0,0.0673878390542253,90.0741005050987,33328,1.734824
13.40-5,Acabamentos em fios, tecidos e artefatos têxteis,2674.0,35527.0,0.0667546218514238,90.14085512695013,31853,1.994719
46.72-9,Comércio atacadista de ferragens e ferramentas,3238.0,35400.0,0.0665159910361247,90.20737111798626,30777,2.465827
22.11-1,Fabricação de pneumáticos e de câmaras-de-ar,68.0,35125.0,0.0659992707667762,90.27337038875304,35042,4.57283
22.19-6,Fabricação de artefatos de borracha não especificados anteriormente,1476.0,34937.0,0.0656460220008217,90.33901641075386,32662,2.816084
17.33-8,Fabricação de chapas e de embalagens de papelão ondulado,993.0,34913.0,0.0656009264136785,90.40461733716754,33498,2.566391
81.30-3,Atividades paisagísticas,4609.0,34733.0,0.065262709510105,90.46988004667764,28956,1.552694
93.29-8,Atividades de recreação e lazer não especificadas anteriormente,7309.0,34686.0,0.0651743973186164,90.53505444399626,25634,1.656635
66.19-3,Atividades auxiliares dos serviços financeiros não especificadas anteriormente,6573.0,34421.0,0.0646764668772443,90.5997309108735,25984,3.407301
52.31-1,Gestão de portos e terminais,430.0,34126.0,0.0641221669519432,90.66385307782545,33629,5.320643
33.21-0,Instalação de máquinas e equipamentos industriais,4979.0,33964.0,0.0638177717387271,90.72767084956418,27429,2.339037
46.81-8,Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e glp,2410.0,33949.0,0.0637895869967626,90.79146043656094,30521,6.208707
01.33-4,Cultivo de frutas de lavoura permanente, exceto laranja e uva,3184.0,33908.0,0.0637125487020598,90.855172985263,29817,1.480936
46.32-0,Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas,3915.0,33731.0,0.0633799687468791,90.91855295400987,28453,2.171311
90.01-9,Artes cênicas, espetáculos e atividades complementares,14407.0,33691.0,0.0633048094349739,90.98185776344484,14260,2.369111
10.94-5,Fabricação de massas alimentícias,2438.0,33664.0,0.0632540768994379,91.04511184034428,30191,1.906257
87.30-1,Atividades de assistência social prestadas em residências coletivas e particulares,1898.0,33660.0,0.0632465609682474,91.10835840131253,32515,2.006837
31.02-1,Fabricação de móveis com predominância de metal,1916.0,33626.0,0.0631826755531279,91.17154107686565,30941,2.191132
96.09-2,Atividades de serviços pessoais não especificadas anteriormente,8837.0,33180.0,0.0623446492253846,91.23388572609103,21286,1.56261
46.92-3,Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários,1627.0,32811.0,0.0616513045730589,91.2955370306641,30486,3.063543
17.42-7,Fabricação de produtos de papel para usos doméstico e higiênico-sanitário,666.0,32707.0,0.0614558903621054,91.3569929210262,31799,3.383385
49.24-8,Transporte escolar,8473.0,32366.0,0.0608151572281133,91.41780807825432,21248,1.393896
14.13-4,Confecção de roupas profissionais,3601.0,32218.0,0.060537067774064,91.47834514602839,27391,1.545937
20.13-4,Fabricação de adubos e fertilizantes,761.0,31986.0,0.0601011437650137,91.5384462897934,30732,4.36103
13.51-1,Fabricação de artefatos têxteis para uso doméstico,2803.0,31431.0,0.0590583083123287,91.59750459810573,27701,1.677952
75.00-1,Atividades veterinárias,9578.0,31401.0,0.0590019388283997,91.65650653693413,17921,1.665585
71.11-1,Serviços de arquitetura,14352.0,31367.0,0.0589380534132803,91.71544459034742,9968,3.225196
46.47-8,Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações,3081.0,31256.0,0.0587294863227433,91.77417407667016,27006,2.494298
10.53-8,Fabricação de sorvetes e outros gelados comestíveis,3545.0,31200.0,0.058624263286076,91.83279833995624,26142,1.865223
16.22-6,Fabricação de estruturas de madeira e de artigos de carpintaria para
construção,3286.0,30964.0,0.0581808233458351,91.89097916330208,26090,1.836864
46.17-6,Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo,16685.0,30436.0,0.0571887204286862,91.94816788373076,8404,2.140303
95.29-1,Reparação e manutenção de objetos e equipamentos pessoais e domésticos não especificados anteriormente,9119.0,30053.0,0.0564690700171936,92.00463695374795,18165,1.567608
52.21-4,Concessionárias de rodovias, pontes, túneis e serviços relacionados,116.0,30038.0,0.0564408852752292,92.06107783902317,29956,2.815172
02.30-6,Atividades de apoio à produção florestal,1870.0,29850.0,0.0560876365092746,92.11716547553245,27406,1.663512
28.22-4,Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas,809.0,29655.0,0.0557212348637366,92.17288671039618,28386,4.388861
28.69-1,Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente,2466.0,29452.0,0.0553398013558176,92.228226511752,25713,3.351941
31.04-7,Fabricação de colchões,582.0,29077.0,0.0546351828067061,92.2828616945587,28223,2.108648
46.41-9,Comércio atacadista de tecidos, artefatos de tecidos e de armarinho,3795.0,29041.0,0.0545675394259914,92.3374292339847,23910,1.843801
64.63-8,Outras sociedades de participação, exceto holdings,15242.0,28949.0,0.0543946730086094,92.39182390699331,5849,6.077479
20.61-4,Fabricação de sabões e detergentes sintéticos,826.0,28801.0,0.0541165835545601,92.44594049054787,27504,3.165853
13.59-6,Fabricação de outros produtos têxteis não especificados anteriormente,1586.0,28418.0,0.0533969331430675,92.49933742369093,26106,1.843854
17.10-9,Fabricação de celulose e outras pastas para a fabricação de papel,45.0,28132.0,0.0528595440629452,92.55219696775387,28101,6.486089
46.86-9,Comércio atacadista de papel e papelão em bruto e de embalagens,4627.0,27633.0,0.0519219316469275,92.6041188994008,21707,1.873637
47.73-3,Comércio varejista de artigos médicos e ortopédicos,6380.0,27095.0,0.0509110389018022,92.6550299383026,17980,2.169814
24.41-5,Metalurgia do alumínio e suas ligas,493.0,26873.0,0.0504939047207282,92.70552384302333,26195,4.297779
25.43-8,Fabricação de ferramentas,2056.0,26827.0,0.0504074715120372,92.75593131453536,23579,3.51047
59.11-1,Atividades de produção cinematográfica, de vídeos e de programas de televisão,12284.0,26826.0,0.0504055925292396,92.8063369070646,9181,3.370484
15.40-8,Fabricação de partes para calçados, de qualquer material,1480.0,26521.0,0.0498325027759622,92.85616940984056,24581,1.622353
15.32-7,Fabricação de tênis de qualquer material,212.0,26009.0,0.0488704635835753,92.90503987342413,25640,1.52963
24.22-9,Produção de laminados planos de aço,59.0,25993.0,0.0488403998588132,92.95388027328295,25890,4.379616
25.32-2,Produção de artefatos estampados de metal; metalurgia do pó,2195.0,25947.0,0.0487539666501222,93.00263423993307,22754,2.365202
13.30-8,Fabricação de tecidos de malha,779.0,25837.0,0.0485472785423829,93.05118151847546,24667,2.470283
20.71-1,Fabricação de tintas, vernizes, esmaltes e lacas,1165.0,25764.0,0.0484101127981558,93.09959163127361,24043,4.15192
15.10-6,Curtimento e outras preparações de couro,576.0,25626.0,0.0481508131720828,93.1477424444457,24760,2.067275
10.61-9,Beneficiamento de arroz e fabricação de produtos do arroz,782.0,25614.0,0.0481282653785112,93.1958707098242,24334,2.519402
81.22-2,Imunização e controle de pragas urbanas,3741.0,25326.0,0.0475871183327936,93.243457828157,20044,1.721024
17.21-4,Fabricação de papel,220.0,24812.0,0.0466213211748114,93.29007914933182,24536,4.221818
27.31-7,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,1045.0,24745.0,0.0464954293273702,93.33657457865918,23144,3.885231
33.13-9,Manutenção e reparação de máquinas e equipamentos elétricos,3566.0,24679.0,0.0463714164627266,93.38294599512191,19736,2.840821
74.20-0,Atividades fotográficas e similares,7299.0,24532.0,0.0460952059914749,93.42904120111339,14749,1.667662
49.23-0,Transporte rodoviário de táxi,5831.0,24383.0,0.0458152375546279,93.47485643866803,16346,1.855067
10.51-1,Preparação do leite,636.0,24279.0,0.0456198233436743,93.5204762620117,22927,2.43843
20.51-7,Fabricação de defensivos agrícolas,98.0,23882.0,0.044873867173015,93.56535012918471,23741,10.444444
29.20-4,Fabricação de caminhões e ônibus,20.0,23640.0,0.0444191533359883,93.6097692825207,23624,8.548977
24.21-1,Produção de semiacabados de aço,31.0,23375.0,0.0439212228946162,93.65369050541531,23331,6.443103
46.51-6,Comércio atacadista de computadores, periféricos e suprimentos de informática,2640.0,23345.0,0.0438648534106873,93.697555358826,19696,5.785109
01.19-9,Cultivo de plantas de lavoura temporária não especificadas anteriormente,4408.0,23294.0,0.0437690252880081,93.74132438411401,18415,1.50193
10.95-3,Fabricação de especiarias, molhos, temperos e condimentos,1192.0,23272.0,0.0437276876664603,93.78505207178047,21614,2.770947
10.81-3,Torrefação e moagem de café,1717.0,23233.0,0.0436544073373527,93.82870647911783,20649,2.694999
28.40-2,Fabricação de máquinas-ferramenta,1444.0,23170.0,0.0435360314211019,93.87224251053892,21001,4.493512
46.22-2,Comércio atacadista de soja,501.0,22921.0,0.0430681647044919,93.91531067524342,22161,3.694118
85.33-3,Educação superior - pós-graduação e extensão,782.0,22755.0,0.0427562535600852,93.9580669288035,21528,4.500374
26.51-5,Fabricação de aparelhos e equipamentos de medida, teste e controle,1241.0,22716.0,0.0426829732309776,94.00074990203449,20668,4.085661
16.29-3,Fabricação de artefatos de madeira, palha, cortiça, vime e material trançado não especificados anteriormente, exceto móveis,3041.0,22489.0,0.0422564441359155,94.0430063461704,18230,1.69
24.23-7,Produção de laminados longos de aço,57.0,22363.0,0.042019692303414,94.08502603847381,22279,5.511181
23.99-1,Fabricação de produtos de minerais não-metálicos não especificados anteriormente,1215.0,22301.0,0.0419031953699609,94.12692923384377,20497,3.012049
49.11-6,Transporte ferroviário de carga,27.0,22147.0,0.0416138320191258,94.16854306586289,22113,3.808901
10.62-7,Moagem de trigo e fabricação de derivados,327.0,22076.0,0.041480424240494,94.21002349010338,21476,2.96659
13.23-5,Tecelagem de fios de fibras artificiais e sintéticas,389.0,21932.0,0.0412098507176352,94.25123334082102,21321,2.197902
43.91-6,Obras de fundações,1903.0,21840.0,0.0410369843002532,94.29227032512127,18821,2.068105
28.62-3,Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo,980.0,21593.0,0.0405728755492384,94.33284320067051,20168,3.576746
55.90-6,Outros tipos de alojamento não especificados anteriormente,4293.0,21570.0,0.0405296589448929,94.3733728596154,15650,1.397248
09.10-6,Atividades de apoio à extração de petróleo e gás natural,204.0,21494.0,0.040386856252273,94.41375971586767,21322,9.973161
29.44-1,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,269.0,21167.0,0.0397724288774478,94.45353214474511,20741,4.169043
87.12-3,Atividades de fornecimento de infraestrutura de apoio e assistência a paciente no domicílio,1738.0,21148.0,0.0397367282042928,94.4932688729494,18546,1.874532
28.23-2,Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,1196.0,20911.0,0.0392914092812543,94.53256028223065,19176,2.910189
27.33-3,Fabricação de fios, cabos e condutores elétricos isolados,444.0,20777.0,0.0390396255863718,94.57159990781702,20116,3.315585
11.21-6,Fabricação de águas envasadas,1161.0,20757.0,0.0390020459304192,94.61060195374743,18950,1.754205
24.51-2,Fundição de ferro e aço,797.0,20627.0,0.0387577781667272,94.64935973191416,19359,2.830881
29.42-5,Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores,147.0,20568.0,0.038646918181667,94.68800665009583,20350,4.904019
46.84-2,Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos,2014.0,20462.0,0.0384477460051182,94.72645439610095,17749,4.76514
10.64-3,Fabricação de farinha de milho e derivados, exceto óleos de milho,546.0,20347.0,0.0382316629833906,94.76468605908434,19533,2.339683
46.16-8,Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem,12216.0,20347.0,0.0382316629833906,94.80291772206773,2826,1.567935
10.20-1,Preservação do pescado e fabricação de produtos do pescado,656.0,19898.0,0.0373879997072545,94.84030572177498,19028,1.877906
27.59-7,Fabricação de aparelhos eletrodomésticos não especificados anteriormente,373.0,19659.0,0.0369389228186208,94.8772446445936,19108,2.798272
13.11-1,Preparação e fiação de fibras de algodão,397.0,19616.0,0.0368581265583226,94.91410277115193,18980,2.02984
17.22-2,Fabricação de cartolina e papel-cartão,32.0,19596.0,0.03682054690237,94.95092331805431,19519,4.605144
23.11-7,Fabricação de vidro plano e de segurança,428.0,19584.0,0.0367979991087985,94.9877213171631,18988,3.086674
46.73-7,Comércio atacadista de material elétrico,1948.0,19572.0,0.0367754513152269,95.02449676847833,16804,2.908611
20.29-1,Fabricação de produtos químicos orgânicos não especificados anteriormente,359.0,19500.0,0.0366401645537975,95.06113693303213,18971,6.55437
26.10-8,Fabricação de componentes eletrônicos,1039.0,19423.0,0.0364954828783799,95.09763241591051,17869,3.267103
30.91-1,Fabricação de motocicletas,183.0,19414.0,0.0364785720332012,95.13411098794371,19151,4.692336
25.93-4,Fabricação de artigos de metal para uso doméstico e pessoal,1822.0,19311.0,0.0362850368050453,95.17039602474875,16671,1.948046
13.54-5,Fabricação de tecidos especiais, inclusive artefatos,643.0,19244.0,0.036159144957604,95.20655516970636,18297,2.926243
26.22-1,Fabricação de periféricos para equipamentos de informática,312.0,19107.0,0.0359017243143286,95.24245689402069,18653,3.683177
93.19-1,Atividades esportivas não especificadas anteriormente,7483.0,18968.0,0.035640545705458,95.27809743972615,11571,3.027777
17.41-9,Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório,1281.0,18964.0,0.0356330297742675,95.31373046950043,17116,2.561097
18.21-1,Serviços de pré-impressão,3417.0,18935.0,0.0355785392731362,95.34930900877356,14031,2.312308
46.13-3,Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens,11178.0,18798.0,0.0353211186298608,95.38463012740343,3382,2.524543
46.71-1,Comércio atacadista de madeira e produtos derivados,2805.0,18681.0,0.035101277642538,95.41973140504597,14904,1.773956
20.62-2,Fabricação de produtos de limpeza e polimento,1509.0,18667.0,0.0350749718833712,95.45480637692934,16461,2.452423
77.33-1,Aluguel de máquinas e equipamentos para escritório,2087.0,18609.0,0.0349659908811086,95.48977236781045,15567,2.767284
58.22-1,Edição integrada à impressão de jornais,1006.0,18567.0,0.0348870736036081,95.52465944141406,17125,3.824731
77.23-3,Aluguel de objetos do vestuário, jóias e acessórios,2935.0,18467.0,0.034699175323845,95.55935861673791,14531,1.466684
33.29-5,Instalação de equipamentos não especificados anteriormente,3551.0,18416.0,0.0346033472011659,95.59396196393908,13819,1.868904
28.13-5,Fabricação de válvulas, registros e dispositivos semelhantes,482.0,18357.0,0.0344924872161057,95.62845445115518,17671,3.318551
22.12-9,Reforma de pneumáticos usados,1380.0,18189.0,0.0341768181061037,95.66263126926128,16161,1.945544
50.30-1,Navegação de apoio,366.0,17974.0,0.0337728368046131,95.6964041060659,17458,9.651814
20.31-2,Fabricação de resinas termoplásticas,223.0,17946.0,0.0337202252862795,95.73012433135217,17646,9.128228
23.20-6,Fabricação de cimento,61.0,17704.0,0.0332655114492529,95.76338984280143,17653,4.30267
17.31-1,Fabricação de embalagens de papel,1020.0,17632.0,0.0331302246878235,95.79652006748925,16206,2.259506
66.12-6,Atividades de intermediários em transações de títulos, valores mobiliários e mercadorias,2094.0,17423.0,0.0327375172831186,95.82925758477238,13974,14.97956
23.49-4,Fabricação de produtos cerâmicos não-refratários não especificados anteriormente,586.0,17356.0,0.0326116254356774,95.86186921020806,16504,2.013057
27.90-2,Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,1282.0,17231.0,0.0323767525859736,95.89424596279403,15197,2.962931
46.85-1,Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção,1403.0,17179.0,0.0322790454804968,95.92652500827452,15256,2.824215
66.13-4,Administração de cartões de crédito,368.0,17074.0,0.0320817522867455,95.95860676056127,16659,5.796247
42.12-0,Construção de obras-de-arte especiais,528.0,17021.0,0.0319821661984711,95.99058892675974,16250,2.58867
59.14-6,Atividades de exibição cinematográfica,545.0,16999.0,0.0319408285769233,96.02252975533666,16143,1.633119
46.82-6,Comércio atacadista de gás liquefeito de petróleo (glp),548.0,16984.0,0.0319126438349588,96.05444239917162,16230,4.575649
18.11-3,Impressão de jornais, livros, revistas e outras publicações periódicas,1513.0,16844.0,0.0316495862432905,96.08609198541491,14784,2.712283
58.21-2,Edição integrada à impressão de livros,742.0,16740.0,0.0314541720323369,96.11754615744725,15582,5.065352
95.12-6,Reparação e manutenção de equipamentos de comunicação,3137.0,16635.0,0.0312568788385857,96.14880303628584,12626,1.871292
25.91-8,Fabricação de embalagens metálicas,203.0,16622.0,0.0312324520622165,96.18003548834805,16340,4.638555
85.92-9,Ensino de arte e cultura,3327.0,16417.0,0.0308472605887022,96.21088274893675,11768,1.993023
26.40-0,Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo,389.0,16130.0,0.0303079925257822,96.24119074146253,15613,3.741974
01.32-6,Cultivo de uva,595.0,15931.0,0.0299340749490537,96.27112481641159,15233,1.268773
22.23-4,Fabricação de tubos e acessórios de material plástico para uso na construção,343.0,15889.0,0.0298551576715532,96.30097997408313,15399,3.352143
46.52-4,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação,1472.0,15857.0,0.0297950302220291,96.33077500430517,13850,6.29962
28.12-7,Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas,521.0,15835.0,0.0297536926004812,96.36052869690565,15029,4.91595
58.11-5,Edição de livros,3281.0,15644.0,0.0293948068861337,96.38992350379178,10880,4.001561
77.40-3,Gestão de ativos intangíveis não-financeiros,3324.0,15613.0,0.0293365584194072,96.41926006221118,10854,5.12905
82.92-0,Envasamento e empacotamento sob contrato,994.0,15607.0,0.0293252845226214,96.44858534673381,14307,1.599942
20.99-1,Fabricação de produtos químicos não especificados anteriormente,993.0,15384.0,0.0289062713587498,96.47749161809256,13779,3.745264
23.19-2,Fabricação de artigos de vidro,820.0,15318.0,0.0287822584941061,96.50627387658666,14215,2.646933
30.41-5,Fabricação de aeronaves,47.0,15204.0,0.0285680544551763,96.53484193104184,15135,7.686106
10.72-4,Fabricação de açúcar refinado,41.0,15197.0,0.0285549015755928,96.56339683261743,15120,2.062232
16.23-4,Fabricação de artefatos de tanoaria e de embalagens de madeira,1202.0,15183.0,0.028528595816426,96.59192542843385,13492,1.695076
87.20-4,Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química,1793.0,15031.0,0.0282429904311862,96.62016841886503,13234,2.070885
01.34-2,Cultivo de café,5778.0,14964.0,0.0281170985837449,96.64828551744878,8320,1.71392
33.12-1,Manutenção e reparação de equipamentos eletrônicos e ópticos,3068.0,14962.0,0.0281133406181496,96.67639885806693,10547,3.104783
32.40-0,Fabricação de brinquedos e jogos recreativos,772.0,14913.0,0.0280212704610657,96.704420128528,13840,1.976727
15.21-1,Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material,1357.0,14894.0,0.0279855697879108,96.73240569831592,13058,1.586981
01.11-3,Cultivo de cereais,6315.0,14862.0,0.0279254423383866,96.7603311406543,7375,2.368794
63.99-2,Outras atividades de prestação de serviços de informação não especificadas anteriormente,4234.0,14723.0,0.0276642637295159,96.78799540438382,8830,2.254745
85.91-1,Ensino de esportes,4102.0,14644.0,0.0275158240885031,96.81551122847232,9071,1.584123
15.39-4,Fabricação de calçados de materiais não especificados anteriormente,1054.0,14535.0,0.0273110149635614,96.84282224343588,13132,1.416838
28.14-3,Fabricação de compressores,91.0,14504.0,0.0272527664968348,96.8700750099327,14378,5.334401
26.31-1,Fabricação de equipamentos transmissores de comunicação,232.0,14405.0,0.0270667471998694,96.89714175713257,14057,5.051981
10.32-5,Fabricação de conservas de legumes e outros vegetais,793.0,14300.0,0.0268694540061182,96.92401121113869,13140,2.113011
24.49-1,Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente,496.0,14268.0,0.026809326556594,96.95082053769528,13559,4.423198
28.54-2,Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores,167.0,14255.0,0.0267848997802248,96.9776054374755,14014,4.702126
20.93-2,Fabricação de aditivos de uso industrial,622.0,14075.0,0.0264466828766513,97.00405212035216,13089,6.118921
46.31-1,Comércio atacadista de leite e laticínios,1510.0,14066.0,0.0264297720314726,97.03048189238363,11651,2.478246
24.24-5,Produção de relaminados, trefilados e perfilados de aço,361.0,13832.0,0.025990090056827,97.05647198244046,13301,3.680437
46.65-6,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,1846.0,13804.0,0.0259374785384934,97.08240946097895,11260,3.044976
10.96-1,Fabricação de alimentos e pratos prontos,1677.0,13734.0,0.0258059497426592,97.10821541072161,11400,1.688261
58.29-8,Edição integrada à impressão de cadastros, listas e outros produtos gráficos,2895.0,13682.0,0.0257082426371824,97.13392365335879,9422,1.990412
30.11-3,Construção de embarcações e estruturas flutuantes,295.0,13640.0,0.0256293253596819,97.15955297871848,13238,4.166017
01.39-3,Cultivo de plantas de lavoura permanente não especificadas anteriormente,2111.0,13538.0,0.0254376691143236,97.1849906478328,11097,1.602885
69.12-5,Cartórios,5105.0,13498.0,0.0253625098024184,97.21035315763523,10266,2.945024
26.32-9,Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação,99.0,13489.0,0.0253455989572397,97.23569875659247,13330,3.957599
01.31-8,Cultivo de laranja,2707.0,13415.0,0.025206554230215,97.26090531082268,10468,1.778981
93.21-2,Parques de diversão e parques temáticos,687.0,13390.0,0.0251595796602743,97.28606489048295,12419,1.803359
77.29-2,Aluguel de objetos pessoais e domésticos não especificados anteriormente,2623.0,13387.0,0.0251539427118814,97.31121883319483,9916,1.769132
27.32-5,Fabricação de material elétrico para instalações em circuito de consumo,302.0,12984.0,0.0243967126444362,97.33561554583926,12549,3.250713
32.11-6,Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria,1317.0,12973.0,0.0243760438336623,97.35999158967293,10969,2.352696
47.32-6,Comércio varejista de lubrificantes,2855.0,12916.0,0.0242689418141974,97.38426053148713,8961,1.627177
65.11-1,Seguros de vida,397.0,12898.0,0.02423512012384,97.40849565161096,12186,5.729565
01.62-8,Atividades de apoio à pecuária,2451.0,12851.0,0.0241468079323514,97.43264245954332,9112,1.687873
64.93-0,Administração de consórcios para aquisição de bens e direitos,440.0,12830.0,0.0241073492936011,97.45674980883692,12175,3.503827
24.12-1,Produção de ferroligas,66.0,12765.0,0.0239852154117551,97.48073502424867,12680,4.903546
24.42-3,Metalurgia dos metais preciosos,60.0,12649.0,0.02376725340723,97.5045022776559,12573,5.074026
24.31-8,Produção de tubos de aço com costura,121.0,12536.0,0.0235549283510977,97.528057206007,12376,3.448668
20.19-3,Fabricação de produtos químicos inorgânicos não especificados anteriormente,253.0,12506.0,0.0234985588671688,97.55155576487418,12096,5.194622
32.92-2,Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional,778.0,12416.0,0.023329450415382,97.57488521528957,11326,1.934467
86.21-6,Serviços móveis de atendimento a urgências,488.0,12338.0,0.0231828897571668,97.59806810504674,11453,2.136383
29.50-6,Recondicionamento e recuperação de motores para veículos automotores,1836.0,12314.0,0.0231377941700237,97.62120589921676,9619,2.077911
46.21-4,Comércio atacadista de café em grão,1062.0,12260.0,0.0230363290989517,97.64424222831572,10569,3.132601
17.32-0,Fabricação de embalagens de cartolina e papel-cartão,255.0,12216.0,0.0229536538558559,97.66719588217157,11831,4.040857
66.29-1,Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente,1687.0,12095.0,0.0227262969373426,97.6899221791089,9315,3.776907
38.39-4,Recuperação de materiais não especificados anteriormente,1253.0,12069.0,0.0226774433846042,97.71259962249351,10177,1.776945
64.91-3,Sociedades de fomento mercantil - factoring,4484.0,12068.0,0.0226755644018066,97.73527518689532,4812,2.70409
01.21-1,Horticultura,5073.0,11995.0,0.0225383986575795,97.7578135855529,6473,1.818924
46.62-1,Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças,629.0,11965.0,0.0224820291736506,97.78029561472654,11114,5.110031
14.14-2,Fabricação de acessórios do vestuário, exceto para segurança e proteção,1283.0,11788.0,0.02214944921847,97.80244506394502,9999,1.591283
24.11-3,Produção de ferro-gusa,108.0,11707.0,0.0219972516118619,97.82444231555688,11516,2.588631
94.93-6,Atividades de organizações associativas ligadas à cultura e à arte,5885.0,11576.0,0.0217511048653723,97.84619342042225,7739,2.802741
73.12-2,Agenciamento de espaços para publicidade, exceto em veículos de comunicação,2904.0,11561.0,0.0217229201234078,97.86791634054566,7473,6.208585
38.21-1,Tratamento e disposição de resíduos não-perigosos,324.0,11436.0,0.021488047273704,97.88940438781937,11053,2.241026
18.22-9,Serviços de acabamentos gráficos,2484.0,11238.0,0.0211160086797731,97.91052039649914,7806,2.042131
46.43-5,Comércio atacadista de calçados e artigos de viagem,1514.0,11089.0,0.0208360402429262,97.93135643674206,9176,3.859154
28.15-1,Fabricação de equipamentos de transmissão para fins industriais,288.0,10955.0,0.0205842565480437,97.95194069329011,10500,4.100565
11.11-9,Fabricação de aguardentes e outras bebidas destiladas,1473.0,10945.0,0.0205654667200674,97.97250616001018,8679,3.03222
35.12-3,Transmissão de energia elétrica,262.0,10807.0,0.0203061670939943,97.99281232710418,10411,8.083202
27.40-6,Fabricação de lâmpadas e outros equipamentos de iluminação,758.0,10800.0,0.0202930142144109,98.01310534131859,9756,2.458401
