codigo_cnae,atividade,numero_empresas,pessoal_ocup_total,pessoal_ocup_assal_total,pessoal_ocup_assal_masc,pessoal_ocup_assal_fem,pessoal_ocup_assal_sup,pessoal_ocup_assal_non_sup,pessoal_assalariado_medio_total,pessoal_assalariado_medio_masc,pessoal_assalariado_medio_fem,pessoal_assalariado_medio_sup,pessoal_assalariado_non_sup,salario_outras_rem_total,salario_outras_rem_masc,salario_outras_rem_fem,salario_outras_rem_sup,salario_outras_rem_non_sup,salario_min_mensal_total,salario_min_mensal_masc,salario_min_mensal_fem,salario_min_mensal_sup,salario_min_mensal_non_sup,salario_medio_mensal_total,salario_medio_mensal_masc,salario_medio_mensal_fem,salario_medio_mensal_sup,salario_medio_mensal_non_sup
07,Extração de minerais metálicos,174,3236,2962,2670,292,505,2457,3087.47,2778.69,308.78,552.11,2535.36,175336.855,156031.169,19305.686,66459.196,108877.659,4.377202,4.328101,4.819058,9.278026,3.309979,4368.44742932413,4319.44463592003,4809.42019959443,9259.4697544943,3303.3591042146
07.1,Extração de minério de ferro,23,1094,1063,941,122,235,828,1272.69,1135.88,136.81,273.73,998.96,70846.116,62416.72,8429.396,25671.584,45174.532,4.290615,4.235402,4.749028,7.228636,3.485553,4282.03351230011,4226.93079713187,4739.52983643796,7214.17904785457,3478.58172499399
07.2,Extração de minerais metálicos não-ferrosos,151,2142,1899,1729,170,270,1629,1814.78,1642.81,171.97,278.38,1536.4,104490.739,93614.449,10876.29,40787.612,63703.127,4.437925,4.392195,4.874771,11.293183,3.195822,4429.04878489192,4383.41102229623,4865.02117990168,11270.5963624708,3189.43018644984
08,Extração de minerais não-metálicos,850,7631,6473,5650,823,363,6110,6726.17,5895.1,831.07,390.16,6336.01,211311.198,189141.568,22169.63,22475.199,188835.999,2.421479,2.472987,2.056113,4.44004,2.29718,2416.63644220434,2468.04148947692,2052.00061829467,4431.16019463415,2292.58572460004
08.1,"Extração de pedra, areia e argila",757,7130,6110,5336,774,328,5782,6165.11,5399.07,766.04,319.46,5845.65,196076.097,175550.297,20525.8,18029.21,178046.887,2.451376,2.50616,2.06526,4.349971,2.347619,2446.47324902681,2501.14723461633,2061.12956543743,4341.27060568556,2342.92412043406
08.9,Extração de outros minerais não-metálicos,93,501,363,314,49,35,328,561.06,496.03,65.03,70.7,490.36,15235.101,13591.271,1643.83,4445.989,10789.112,2.092966,2.111924,1.94836,4.847023,1.695886,2088.7798919079,2107.69990648829,1944.46350205231,4837.32890871505,1692.494682086
09,Atividades de apoio à extração de minerais,42,,,,,,,,,,,,,,,,,,,,,,,,,,
09.1,Atividades de apoio à extração de petróleo e gás natural,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.9,"Atividades de apoio à extração de minerais, exceto petróleo e gás natural",42,,,,,,,,,,,,,,,,,,,,,,,,,,
C,Indústrias de transformação,28471,367172,330736,240622,90114,27523,303213,342029.05,248962.21,93066.84,28319.49,313709.56,10194679.634,7888241.54,2306438.094,2230716.444,7963963.19,2.2974,2.442153,1.910174,6.071347,1.956715,2292.80561312645,2437.26873556124,1906.3537015233,6059.20419525156,1952.80167131956
10,Fabricação de produtos alimentícios,4997,115082,108483,75767,32716,8017,100466,112190.72,78392.22,33798.5,8249.17,103941.55,3076743.713,2334424.606,742319.107,552312.853,2524430.86,2.113783,2.295266,1.692853,5.16061,1.871977,2109.55588223065,2290.67531878114,1689.46757309439,5150.2883413632,1868.23257139007
10.1,Abate e fabricação de produtos de carne,587,38948,38221,26582,11639,1744,36477,38632.29,26932.76,11699.53,1805.74,36826.55,972278.102,720484.621,251793.481,98459.586,873818.516,1.939841,2.061911,1.658831,4.202705,1.828885,1935.96142581165,2057.7873906379,1655.51345290728,4194.29946043855,1825.22687906081
10.2,Preservação do pescado e fabricação de produtos do pescado,47,694,644,422,222,30,614,735.55,479.79,255.76,35.02,700.53,15361.198,10316.995,5044.203,1456.551,13904.647,1.609678,1.657403,1.520149,3.205794,1.529887,1606.45858933399,1654.08824694137,1517.10828661486,3199.38277028511,1526.8271605345
10.3,"Fabricação de conservas de frutas, legumes e outros vegetais",214,3891,3606,2375,1231,260,3346,3569.04,2356.83,1212.21,268.28,3300.76,87628.541,64487.939,23140.602,15062.747,72565.794,1.892432,2.108999,1.471373,4.327549,1.69451,1888.6470871719,2104.78086765176,1468.43064130168,4318.89386519251,1691.12087938722
10.4,Fabricação de óleos e gorduras vegetais e animais,43,7185,7112,5663,1449,1222,5890,7496.6,5953.2,1543.4,1264.89,6231.71,381119.619,313322.488,67797.131,140715.126,240404.493,3.918529,4.056647,3.385781,8.574605,2.973456,3910.69201627815,4048.5335359393,3379.0099281307,8557.45595390782,2967.50864653399
10.5,Laticínios,783,15818,14737,10735,4002,1724,13013,15899.36,11625.75,4273.61,1813.33,14086.03,456766.556,353980.026,102786.53,112337.135,344429.421,2.214322,2.346842,1.853819,4.774992,1.884681,2209.89328646417,2342.14848669813,1850.11176823485,4765.44152301185,1880.91114715458
10.6,"Moagem, fabricação de produtos amiláceos e de alimentos para animais",793,12959,11823,9509,2314,1292,10531,12014.84,9670.21,2344.63,1307.69,10707.15,353149.053,288263.351,64885.702,75855.723,277293.33,2.265511,2.297628,2.133049,4.471051,1.996143,2260.97990229007,2293.03230468386,2128.78272740426,4462.10922725158,1992.15068004522
10.7,Fabricação e refino de açúcar,23,,,,,,,,,,,,,,,,,,,,,,,,,,
10.8,Torrefação e moagem de café,160,,,,,,,,,,,,,,,,,,,,,,,,,,
10.9,Fabricação de outros produtos alimentícios,2347,23369,20407,10548,9859,836,19571,21518.73,11050.88,10467.85,882.35,20636.38,410110.106,231804.079,178306.027,39580.867,370529.239,1.46896,1.616778,1.312909,3.457566,1.383933,1466.0219832104,1613.54417023803,1310.28322251171,3450.65118935012,1381.16516335938
11,Fabricação de bebidas,269,9482,9136,7688,1448,926,8210,9277.73,7843.23,1434.5,923.19,8354.54,323946.079,277963.606,45982.473,81684.329,242261.75,2.691269,2.731613,2.470688,6.819833,2.235056,2685.88643491955,2726.14928366934,2465.74646754431,6806.19365794357,2230.58591266177
11.1,Fabricação de bebidas alcoólicas,164,2355,2145,1814,331,218,1927,2026.53,1722.46,304.07,200.89,1825.64,78979.526,70093.242,8886.284,13063.776,65915.75,3.003915,3.136556,2.252541,5.012294,2.782916,2997.90684265525,3130.28334251817,2248.03600385539,5002.26913312682,2777.35057716325
11.2,Fabricação de bebidas não-alcoólicas,105,7127,6991,5874,1117,708,6283,7251.2,6120.77,1130.43,722.3,6528.9,244966.553,207870.364,37096.189,68620.553,176346,2.603892,2.617656,2.529366,7.322556,2.081861,2598.68449360106,2612.42098624846,2524.30756437816,7307.91094686844,2077.69715006769
12,Fabricação de produtos do fumo,13,,,,,,,,,,,,,,,,,,,,,,,,,,
12.1,Processamento industrial do fumo,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.2,Fabricação de produtos do fumo,13,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Fabricação de produtos têxteis,609,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1,Preparação e fiação de fibras têxteis,86,,,,,,,,,,,,,,,,,,,,,,,,,,
13.2,"Tecelagem, exceto malha",20,1327,1295,732,563,56,1239,1344.74,802.46,542.28,55.46,1289.28,26990.107,17335.43,9654.677,2339.459,24650.648,1.547007,1.665089,1.372272,3.251335,1.473694,1543.91337873721,1661.7583622668,1369.52766382397,3244.83203417571,1470.74622448785
13.3,Fabricação de tecidos de malha,18,,,,,,,,,,,,,,,,,,,,,,,,,,
13.4,"Acabamentos em fios, tecidos e artefatos têxteis",127,,,,,,,,,,,,,,,,,,,,,,,,,,
13.5,"Fabricação de artefatos têxteis, exceto vestuário",358,2265,1821,912,909,66,1755,1864.66,914.85,949.81,58.66,1806,30959.227,15996.182,14963.045,1432.759,29526.468,1.279725,1.347698,1.214253,1.882596,1.260143,1277.16527409823,1345.00250146094,1211.82495608433,1878.83107346115,1257.62279580884
14,Confecção de artigos do vestuário e acessórios,3919,29678,24919,7531,17388,1043,23876,25818.75,7775.19,18043.56,1071.98,24746.77,442953.226,141447.8,301505.426,30083.975,412869.251,1.322357,1.402204,1.28795,2.16309,1.285938,1319.71242128,1399.3998860478,1285.37412112261,2158.76408428975,1283.36640110391
14.1,Confecção de artigos do vestuário e acessórios,3871,29368,24669,7458,17211,1033,23636,25561.74,7694.37,17867.37,1063.58,24498.16,438429.964,139987.988,298441.976,29961.478,408468.486,1.322014,1.402309,1.287435,2.171297,1.285142,1319.36956741418,1399.50467279722,1284.86033909429,2166.95413313815,1282.57194700462
14.2,Fabricação de artigos de malharia e tricotagem,48,310,250,73,177,10,240,257.01,80.82,176.19,8.4,248.61,4523.262,1459.812,3063.45,122.497,4400.765,1.356525,1.392208,1.340157,1.124015,1.364381,1353.81203365328,1389.42379076009,1337.47658777456,1121.7673992674,1361.65232539071
15,"Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados",383,4236,3738,2950,788,149,3589,3992.51,3165.43,827.08,157.66,3834.85,89269.354,74090.102,15179.252,7451.525,81817.829,1.723386,1.804071,1.414585,3.642921,1.644469,1719.93893180365,1800.4626908144,1411.75553662375,3635.63510572898,1641.18000804364
15.1,Curtimento e outras preparações de couro,39,2151,2085,1818,267,105,1980,2270.08,1984.57,285.51,117.68,2152.4,59252.333,52828.081,6424.252,6311.594,52940.739,2.011826,2.05175,1.734312,4.133924,1.895803,2007.80226654161,2047.64686479264,1730.84386105296,4125.65627778068,1892.01102883365
15.2,Fabricação de artigos para viagem e de artefatos diversos de couro,125,,,,,,,,,,,,,,,,,,,,,,,,,,
15.3,Fabricação de calçados,194,,,,,,,,,,,,,,,,,,,,,,,,,,
15.4,"Fabricação de partes para calçados, de qualquer material",25,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Fabricação de produtos de madeira,1470,15020,13010,11049,1961,299,12711,13824.2,11759.1,2065.1,315.91,13508.29,304191.364,262397.31,41794.054,16008.053,288183.311,1.696028,1.719932,1.55991,3.905721,1.644351,1692.63579030307,1716.492627968,1556.79009770434,3897.90982339176,1641.06241426561
16.1,Desdobramento de madeira,974,10997,9646,8349,1297,207,9439,10225.34,8888.75,1336.59,222.24,10003.1,230988.582,202651.62,28336.962,11726.617,219261.965,1.741161,1.757258,1.63411,4.067023,1.689487,1737.67840106426,1753.74334454745,1630.84140064815,4058.88886581381,1686.10780657996
16.2,"Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis",496,4023,3364,2700,664,92,3272,3598.86,2870.35,728.51,93.67,3505.19,73202.782,59745.69,13457.092,4281.436,68921.346,1.567793,1.604345,1.423776,3.523019,1.515543,1564.65748341676,1601.13655397157,1420.92891391597,3515.97342552825,1512.51201789347
17,"Fabricação de celulose, papel e produtos de papel",204,4570,4322,3066,1256,322,4000,4156.56,2974.99,1181.57,328.51,3828.05,127466.195,101697.158,25769.037,27896.859,99569.336,2.363671,2.634811,1.680989,6.545349,2.004814,2358.94391590087,2629.54104305974,1677.62689928199,6532.25847240337,2000.80450681357
17.1,Fabricação de celulose e outras pastas para a fabricação de papel,4,,,,,,,,,,,,,,,,,,,,,,,,,,
17.2,"Fabricação de papel, cartolina e papel-cartão",8,,,,,,,,,,,,,,,,,,,,,,,,,,
17.3,"Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado",89,2654,2547,1855,692,129,2418,2411.65,1789.45,622.2,125.5,2286.15,65868.601,54508.682,11359.919,8075.903,57792.698,2.105185,2.34786,1.40725,4.959906,1.948473,2100.97462796777,2343.16440161029,1404.43574907895,4949.98651547656,1944.57588253008
17.4,"Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado",103,1810,1680,1135,545,188,1492,1651.67,1108.65,543.02,200.02,1451.65,58940.64,44863.303,14077.337,19574.725,39365.915,2.750538,3.119054,1.998162,7.543074,2.090184,2745.03707436436,3112.81586406197,1994.166102396,7527.9875858568,2086.00372520395
18,Impressão e reprodução de gravações,1720,9790,7655,5395,2260,1483,6172,8160.34,5755.11,2405.23,1638.43,6521.91,397928.907,293287.912,104640.995,179448.828,218480.079,3.758576,3.927956,3.353292,8.441874,2.582041,3751.05889253106,3920.10033090325,3346.58527778728,8424.98977679852,2576.87700736087
18.1,Atividade de impressão,1287,,,,,,,,,,,,,,,,,,,,,,,,,,
18.2,Serviços de pré-impressão e acabamentos gráficos,389,,,,,,,,,,,,,,,,,,,,,,,,,,
18.3,Reprodução de materiais gravados em qualquer suporte,44,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",119,33150,33000,28556,4444,3416,29584,36199.87,31386.04,4813.83,3425.8,32774.07,1608456.613,1428186.155,180270.458,400446.697,1208009.916,3.424747,3.507312,2.886423,9.009669,2.840967,3417.89712971982,3500.29737620733,2880.6497752709,8991.64927226431,2835.28532441371
19.1,Coquerias,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.2,Fabricação de produtos derivados do petróleo,11,203,191,173,18,18,173,185.86,163.88,21.98,22.22,163.64,7220.331,6424.778,795.553,1259.53,5960.801,2.994314,3.021748,2.789764,4.369086,2.807639,2988.32495923317,3015.70473704962,2784.1849233569,4360.34757321886,2802.02367297821
19.3,Fabricação de biocombustíveis,108,32947,32809,28383,4426,3398,29411,36014.01,31222.16,4791.85,3403.58,32610.43,1601236.282,1421761.377,179474.905,399187.167,1202049.115,3.426968,3.509861,2.886866,9.039964,2.841135,3420.11405262307,3502.84092353735,2881.09225519933,9021.88435525128,2835.45223226009
20,Fabricação de produtos químicos,661,10494,9558,6502,3056,1614,7944,9677.7,6528.43,3149.27,1661.84,8015.86,366462.052,263219.783,103242.269,146549.461,219912.591,2.918656,3.107677,2.526817,6.79706,2.11459,2912.81901850487,3101.46170141743,2521.76313875914,6783.46619502387,2110.36035482732
20.1,Fabricação de produtos químicos inorgânicos,132,2461,2258,1756,502,557,1701,2251.01,1744.88,506.13,573.49,1677.52,128276.964,103548.532,24728.432,69915.204,58361.76,4.392354,4.574088,3.765829,9.396625,2.681555,4383.56949512919,4564.93953298089,3758.2974273864,9377.83154960787,2676.19232786861
20.2,Fabricação de produtos químicos orgânicos,23,,,,,,,,,,,,,,,,,,,,,,,,,,
20.3,Fabricação de resinas e elastômeros,3,,,,,,,,,,,,,,,,,,,,,,,,,,
20.4,Fabricação de fibras artificiais e sintéticas,5,68,63,55,8,1,62,59.09,52.61,6.48,1.67,57.42,1841.616,1679.352,162.264,34.833,1806.783,2.402211,2.460365,1.930071,1.607683,2.425319,2397.40682401031,2455.44427061249,1926.21082621083,1604.46798710272,2420.46861184792
20.5,Fabricação de defensivos agrícolas e desinfestantes domissanitários,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20.6,"Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal",282,5075,4682,2695,1987,688,3994,4833.36,2748.35,2085.01,735.8,4097.56,151165.065,92188.034,58977.031,50473.516,100691.549,2.410618,2.585405,2.180223,5.28725,1.89406,2405.79677968886,2580.23440637809,2175.86231831391,5276.67593618667,1890.27220326994
